project_id,project_name,department,status,start_date,end_date,budget,actual_cost,project_manager_id,priority,region,budget_variance,is_over_budget,duration_days,budget_utilisation_pct,status_category,risk_level
PRJ0155,Internal Audit Digitisation Phase 2 #155,IT,Completed,2022-03-15,2023-01-09,1200000.0,798727.0,EMP0252,Low,Abu Dhabi,-401273.0,False,300.0,66.56058333333334,Closed,Low
PRJ0156,Internal Audit Digitisation Phase 2 #156,Legal,Completed,2024-06-16,2025-08-28,120000.0,103825.0,EMP0916,Low,Sharjah,-16175.0,False,438.0,86.52083333333334,Closed,Low
PRJ0157,IoT Sensor Network Phase 2 #157,Procurement,In Progress,2022-01-30,,120000.0,96577.0,EMP0283,Critical,Abu Dhabi,-23423.0,False,,80.48083333333334,Active,High
PRJ0158,Regulatory Compliance Tool - Q1 #158,Legal,In Progress,2023-08-21,,2000000.0,1276379.0,EMP0206,High,Abu Dhabi,-723621.0,False,,63.81895,Active,Medium
PRJ0159,Recommendation System #159,Digital,In Progress,2023-05-19,,2000000.0,1545367.0,EMP0184,Low,Ras Al Khaimah,-454633.0,False,,77.26835,Active,Low
PRJ0160,Supply Chain Automation #160,Legal,Completed,2022-02-05,2023-02-16,120000.0,124133.0,EMP0370,Medium,Abu Dhabi,4133.0,True,376.0,103.44416666666667,Closed,High
PRJ0161,AI Forecasting Engine #161,Legal,In Progress,2022-04-30,,800000.0,848973.0,EMP0132,Critical,Dubai,48973.0,True,,106.121625,Active,High
PRJ0162,HR System Upgrade #162,Sales,Not Started,,,500000.0,0.0,EMP0771,Medium,Dubai,-500000.0,False,,0.0,Pending,Low
PRJ0163,Vendor Portal Phase 2 #163,Sales,Completed,2023-05-28,2024-01-19,1200000.0,1064972.0,EMP0174,Medium,Sharjah,-135028.0,False,236.0,88.74766666666667,Closed,Low
PRJ0164,Predictive Maintenance Phase 3 #164,Sales,Completed,2024-03-06,2024-09-13,120000.0,98501.0,EMP0030,Medium,Abu Dhabi,-21499.0,False,191.0,82.08416666666668,Closed,Low
PRJ0165,HR System Upgrade - Q4 #165,Procurement,Not Started,,,200000.0,0.0,EMP0135,High,Abu Dhabi,-200000.0,False,,0.0,Pending,Medium
PRJ0166,Risk Assessment Framework - Q4 #166,Digital,Completed,2024-06-28,2025-03-13,1200000.0,981763.0,EMP0375,High,Abu Dhabi,-218237.0,False,258.0,81.81358333333333,Closed,Medium
PRJ0167,Compliance Monitoring Phase 2 #167,Operations,Completed,2023-02-03,2024-06-24,500000.0,570106.0,EMP0637,Critical,Dubai,70106.0,True,507.0,114.0212,Closed,High
PRJ0168,Asset Tracking System Phase 2 #168,Legal,In Progress,2022-08-11,,2000000.0,1982684.0,EMP0338,Critical,Ras Al Khaimah,-17316.0,False,,99.1342,Active,High
PRJ0169,Master Data Management #169,Operations,In Progress,2025-02-03,,120000.0,119494.0,EMP0600,Medium,Sharjah,-506.0,False,,99.57833333333332,Active,Medium
PRJ0170,Data Platform Modernisation - Q2 #170,Marketing,Completed,2023-07-14,2024-09-27,120000.0,118169.0,EMP0663,High,Abu Dhabi,-1831.0,False,441.0,98.47416666666666,Closed,Medium
PRJ0171,Contract Lifecycle Management - Q3 #171,Operations,Not Started,,,0.0,0.0,EMP0568,Medium,Sharjah,0.0,False,,,Pending,Low
PRJ0172,Master Data Management #172,Data Science,In Progress,2022-01-18,,50000.0,39945.0,EMP0101,Medium,Sharjah,-10055.0,False,,79.89,Active,Low
PRJ0173,Regulatory Compliance Tool Phase 2 #173,Finance,Not Started,,,0.0,0.0,EMP0361,High,Dubai,0.0,False,,,Pending,Medium
PRJ0174,Tax Automation Platform Phase 2 #174,Finance,In Progress,2025-02-24,,120000.0,136858.0,EMP0170,Medium,Abu Dhabi,16858.0,True,,114.04833333333332,Active,High
PRJ0175,Master Data Management Phase 2 #175,Sustainability,Completed,2024-08-19,2025-10-11,350000.0,354892.0,EMP0277,Critical,Dubai,4892.0,True,418.0,101.39771428571429,Closed,High
PRJ0176,Executive Dashboard #176,Engineering,In Progress,2024-02-20,,1200000.0,993146.0,EMP0192,High,Dubai,-206854.0,False,,82.76216666666667,Active,Medium
PRJ0177,Asset Tracking System Phase 2 #177,Digital,Not Started,,,500000.0,0.0,EMP0656,Medium,Abu Dhabi,-500000.0,False,,0.0,Pending,Low
PRJ0178,Internal Audit Digitisation #178,IT,In Progress,2023-09-07,,800000.0,920046.0,EMP0120,Critical,Dubai,120046.0,True,,115.00575,Active,High
PRJ0179,Energy Optimisation Platform Phase 3 #179,Finance,Completed,2022-06-20,2023-02-16,1200000.0,731487.0,EMP0688,Medium,Abu Dhabi,-468513.0,False,241.0,60.95725,Closed,Low
PRJ0180,Knowledge Management Portal Phase 3 #180,Sustainability,On Hold,,,300000.0,111523.0,EMP0062,High,Dubai,-188477.0,False,,37.17433333333333,Pending,Medium
PRJ0181,Knowledge Management Portal - Q4 #181,HR,In Progress,2024-07-27,,80000.0,63980.0,EMP0044,Low,Ras Al Khaimah,-16020.0,False,,79.975,Active,Low
PRJ0182,Master Data Management #182,Finance,Completed,2024-08-20,2025-05-01,800000.0,497271.0,EMP0806,Medium,Abu Dhabi,-302729.0,False,254.0,62.158875,Closed,Low
PRJ0183,Asset Tracking System - Q4 #183,Procurement,In Progress,2023-12-11,,350000.0,326000.0,EMP0569,Medium,Abu Dhabi,-24000.0,False,,93.14285714285714,Active,Medium
PRJ0184,Crisis Response System Phase 3 #184,Sustainability,Not Started,,,0.0,0.0,EMP0136,High,Abu Dhabi,0.0,False,,,Pending,Medium
PRJ0185,Customer Portal Redesign Phase 3 #185,Data Science,In Progress,2023-05-01,,80000.0,89457.0,EMP0016,High,Dubai,9457.0,True,,111.82125,Active,High
PRJ0186,Mobile Workforce App Phase 2 #186,Marketing,Completed,2024-08-01,2025-08-19,500000.0,535839.0,EMP0118,High,Abu Dhabi,35839.0,True,383.0,107.1678,Closed,High
PRJ0187,Procurement Digitalisation #187,IT,In Progress,2022-07-07,,50000.0,42989.0,EMP0816,Medium,Abu Dhabi,-7011.0,False,,85.978,Active,Low
PRJ0188,Internal Audit Digitisation Phase 3 #188,Sales,Completed,2024-09-01,2025-12-23,200000.0,204988.0,EMP0580,High,Abu Dhabi,4988.0,True,478.0,102.494,Closed,High
PRJ0189,Legacy System Decommission - Q1 #189,IT,Completed,2022-06-12,2022-11-09,200000.0,151591.0,EMP0632,High,Abu Dhabi,-48409.0,False,150.0,75.7955,Closed,Medium
PRJ0190,Network Security Overhaul Phase 2 #190,IT,Not Started,,,100000.0,0.0,EMP0185,Medium,Dubai,-100000.0,False,,0.0,Pending,Low
PRJ0191,Legacy System Decommission Phase 3 #191,Operations,Completed,2023-12-08,2025-02-16,200000.0,183666.0,EMP0785,Critical,Dubai,-16334.0,False,436.0,91.833,Closed,High
PRJ0192,Legacy System Decommission #192,Engineering,In Progress,2023-12-06,,50000.0,48595.0,EMP0974,Medium,Dubai,-1405.0,False,,97.19,Active,Medium
PRJ0193,Sentiment Analysis Engine #193,Procurement,Completed,2023-10-15,2024-10-10,500000.0,509422.0,EMP0718,High,Abu Dhabi,9422.0,True,361.0,101.8844,Closed,High
PRJ0194,Knowledge Management Portal - Q3 #194,HR,Completed,2024-09-10,2025-05-17,1200000.0,936177.0,EMP0569,Medium,Ajman,-263823.0,False,249.0,78.01474999999999,Closed,Low
PRJ0195,Regulatory Compliance Tool Phase 2 #195,Engineering,Completed,2024-04-19,2025-02-11,1200000.0,953544.0,EMP0942,High,Ras Al Khaimah,-246456.0,False,298.0,79.462,Closed,Medium
PRJ0196,Citizen Services Portal - Q4 #196,IT,In Progress,2024-02-29,,800000.0,935824.0,EMP0149,High,Abu Dhabi,135824.0,True,,116.978,Active,High
PRJ0197,Smart Building System - Q2 #197,HR,In Progress,2022-12-20,,120000.0,114691.0,EMP0206,Medium,Abu Dhabi,-5309.0,False,,95.57583333333334,Active,Medium
PRJ0198,Tax Automation Platform Phase 3 #198,HR,In Progress,2024-10-15,,800000.0,555991.0,EMP0988,Critical,Dubai,-244009.0,False,,69.498875,Active,High
PRJ0199,Predictive Maintenance - Q2 #199,Marketing,Completed,2024-06-05,2025-03-14,120000.0,107088.0,EMP0799,Low,Ras Al Khaimah,-12912.0,False,282.0,89.24,Closed,Low
PRJ0200,Customer Portal Redesign - Q3 #200,Marketing,In Progress,2023-04-27,,2000000.0,2332005.0,EMP0950,Medium,Dubai,332005.0,True,,116.60025,Active,High
PRJ0201,Customer Feedback Platform Phase 3 #201,Sales,In Progress,2024-05-28,,80000.0,76757.0,EMP0614,Medium,Dubai,-3243.0,False,,95.94625,Active,Medium
PRJ0202,Quality Assurance Automation Phase 3 #202,Marketing,On Hold,,,600000.0,126601.0,EMP0273,Medium,Abu Dhabi,-473399.0,False,,21.100166666666667,Pending,Low
PRJ0203,Predictive Maintenance - Q3 #203,Finance,Completed,2023-11-10,2024-12-31,200000.0,228222.0,EMP0370,High,Dubai,28222.0,True,417.0,114.111,Closed,High
PRJ0204,Predictive Maintenance Phase 2 #204,Digital,Completed,2022-02-09,2022-09-17,2000000.0,2256873.0,EMP0433,High,Dubai,256873.0,True,220.0,112.84365,Closed,High
PRJ0205,Internal Audit Digitisation - Q4 #205,Marketing,On Hold,2023-09-30,,0.0,0.0,EMP0514,Medium,Abu Dhabi,0.0,False,,,Pending,Low
PRJ0206,IoT Sensor Network Phase 2 #206,HR,Not Started,,,0.0,0.0,EMP0273,Medium,Abu Dhabi,0.0,False,,,Pending,Low
PRJ0207,ERP Consolidation Phase 2 #207,Finance,On Hold,2023-11-18,,150000.0,52086.0,EMP0771,Medium,Sharjah,-97914.0,False,,34.724,Pending,Low
PRJ0208,Disaster Recovery Setup Phase 3 #208,Procurement,In Progress,2023-02-04,,2000000.0,2158618.0,EMP0318,Medium,Abu Dhabi,158618.0,True,,107.9309,Active,High
PRJ0209,Quality Assurance Automation Phase 3 #209,Finance,In Progress,2023-08-30,,50000.0,30864.0,EMP0768,High,Abu Dhabi,-19136.0,False,,61.72800000000001,Active,Medium
PRJ0210,Citizen Services Portal - Q2 #210,Sales,Completed,2022-11-18,2023-11-17,1200000.0,1266092.0,EMP0119,Critical,Dubai,66092.0,True,364.0,105.50766666666668,Closed,High
PRJ0211,Regulatory Compliance Tool Phase 3 #211,IT,Completed,2023-10-24,2023-12-31,80000.0,50516.0,EMP0377,High,Abu Dhabi,-29484.0,False,68.0,63.145,Closed,Medium
PRJ0212,Identity Management Upgrade #212,Sales,Completed,2023-10-26,2024-07-14,120000.0,95515.0,EMP0994,High,Dubai,-24485.0,False,262.0,79.59583333333333,Closed,Medium
PRJ0213,Identity Management Upgrade #213,Procurement,Completed,2022-09-28,2023-08-08,80000.0,92493.0,EMP0149,Medium,Dubai,12493.0,True,314.0,115.61625,Closed,High
PRJ0214,Sentiment Analysis Engine #214,HR,On Hold,2024-02-27,,300000.0,97576.0,EMP0578,Medium,Abu Dhabi,-202424.0,False,,32.525333333333336,Pending,Low
PRJ0215,Contract Lifecycle Management Phase 2 #215,Sustainability,Not Started,,,200000.0,0.0,EMP0181,Low,Sharjah,-200000.0,False,,0.0,Pending,Low
PRJ0216,Knowledge Management Portal Phase 2 #216,Engineering,Completed,2025-02-16,2025-04-29,50000.0,49287.0,EMP0828,Medium,Abu Dhabi,-713.0,False,72.0,98.574,Closed,Medium
PRJ0217,Predictive Maintenance Phase 2 #217,IT,Completed,2023-10-24,2024-07-08,800000.0,489242.0,EMP0914,Medium,Abu Dhabi,-310758.0,False,258.0,61.15525,Closed,Low
PRJ0218,Sentiment Analysis Engine #218,Engineering,In Progress,2022-03-15,,200000.0,147540.0,EMP0570,Low,Dubai,-52460.0,False,,73.77,Active,Low
PRJ0219,API Gateway Modernisation Phase 2 #219,Legal,In Progress,2025-01-03,,50000.0,57456.0,EMP0883,High,Abu Dhabi,7456.0,True,,114.912,Active,High
PRJ0220,Asset Tracking System Phase 2 #220,Operations,Completed,2023-06-09,2024-01-26,200000.0,159246.0,EMP0290,Medium,Dubai,-40754.0,False,231.0,79.623,Closed,Low
PRJ0221,Crisis Response System - Q1 #221,Marketing,On Hold,2024-02-20,,150000.0,23317.0,EMP0052,Medium,Abu Dhabi,-126683.0,False,,15.544666666666668,Pending,Low
PRJ0222,Fleet Management System Phase 3 #222,Procurement,Completed,2023-09-14,2024-05-15,1200000.0,759144.0,EMP0737,Medium,Sharjah,-440856.0,False,244.0,63.26199999999999,Closed,Low
PRJ0223,Knowledge Management Portal #223,Finance,In Progress,2023-01-06,,500000.0,361905.0,EMP0850,Medium,Abu Dhabi,-138095.0,False,,72.381,Active,Low
PRJ0224,Risk Assessment Framework - Q2 #224,Digital,Completed,2023-08-08,2024-11-17,200000.0,129320.0,EMP0118,Critical,Sharjah,-70680.0,False,467.0,64.66,Closed,High
PRJ0225,Master Data Management #225,Finance,On Hold,2024-01-26,,150000.0,19375.0,EMP0416,Medium,Abu Dhabi,-130625.0,False,,12.916666666666668,Pending,Low
PRJ0226,Performance Analytics #226,Finance,Completed,2022-02-15,2022-09-15,50000.0,56955.0,EMP0345,Low,Dubai,6955.0,True,212.0,113.91,Closed,High
PRJ0227,Fleet Management System #227,Digital,In Progress,2022-08-19,,80000.0,82790.0,EMP0526,Critical,Dubai,2790.0,True,,103.4875,Active,High
PRJ0228,MLOps Platform Phase 3 #228,Engineering,Completed,2024-09-09,2024-12-10,120000.0,87514.0,EMP0445,High,Abu Dhabi,-32486.0,False,92.0,72.92833333333333,Closed,Medium
PRJ0229,Document Management System - Q4 #229,Legal,In Progress,2022-01-28,,50000.0,49698.0,EMP0919,Critical,Dubai,-302.0,False,,99.396,Active,High
PRJ0230,Recommendation System Phase 2 #230,Finance,In Progress,2023-07-11,,200000.0,148178.0,EMP0513,High,Ajman,-51822.0,False,,74.089,Active,Medium
PRJ0231,HR System Upgrade - Q4 #231,Operations,Completed,2022-04-07,2022-10-30,500000.0,326524.0,EMP0416,Medium,Dubai,-173476.0,False,206.0,65.3048,Closed,Low
PRJ0232,Cloud Migration Phase 1 Phase 3 #232,Procurement,Completed,2022-10-26,2023-06-07,500000.0,422100.0,EMP0676,Medium,Dubai,-77900.0,False,224.0,84.42,Closed,Low
PRJ0233,ERP Consolidation Phase 2 #233,Sales,Completed,2024-10-09,2025-11-18,2000000.0,1689390.0,EMP0488,Low,Abu Dhabi,-310610.0,False,405.0,84.4695,Closed,Low
PRJ0234,Procurement Digitalisation Phase 3 #234,Sales,Completed,2025-01-09,2026-05-25,120000.0,136061.0,EMP0392,Medium,Sharjah,16061.0,True,501.0,113.38416666666666,Closed,High
PRJ0235,Smart Building System Phase 3 #235,Sustainability,Completed,2022-11-23,2024-04-01,120000.0,142360.0,EMP0936,Medium,Dubai,22360.0,True,495.0,118.63333333333333,Closed,High
PRJ0236,Internal Audit Digitisation #236,Sustainability,Completed,2024-11-30,2025-03-23,50000.0,37641.0,EMP0638,High,Abu Dhabi,-12359.0,False,113.0,75.28200000000001,Closed,Medium
PRJ0237,Predictive Maintenance - Q3 #237,Data Science,In Progress,2024-02-04,,2000000.0,2324313.0,EMP0605,High,Abu Dhabi,324313.0,True,,116.21565,Active,High
PRJ0238,Workflow Automation - Q3 #238,Procurement,Completed,2022-08-06,2023-01-28,1200000.0,832104.0,EMP0823,Critical,Abu Dhabi,-367896.0,False,175.0,69.342,Closed,High
PRJ0239,Smart City Infrastructure - Q1 #239,IT,On Hold,2023-11-10,,150000.0,49011.0,EMP0346,High,Dubai,-100989.0,False,,32.674,Pending,Medium
PRJ0240,AI Forecasting Engine #240,Engineering,In Progress,2022-09-05,,200000.0,142285.0,EMP0925,High,Abu Dhabi,-57715.0,False,,71.1425,Active,Medium
PRJ0241,Crisis Response System - Q1 #241,HR,Completed,2022-01-22,2023-03-15,350000.0,282065.0,EMP0421,Medium,Abu Dhabi,-67935.0,False,417.0,80.58999999999999,Closed,Low
PRJ0242,API Gateway Modernisation #242,Sales,Completed,2022-03-06,2023-01-15,500000.0,405449.0,EMP0285,High,Sharjah,-94551.0,False,315.0,81.0898,Closed,Medium
PRJ0243,Vendor Portal - Q1 #243,Procurement,Completed,2023-12-20,2025-02-02,1200000.0,1436139.0,EMP0428,Low,Dubai,236139.0,True,410.0,119.67825,Closed,High
PRJ0244,Internal Audit Digitisation Phase 3 #244,Sustainability,In Progress,2023-05-18,,80000.0,69824.0,EMP0888,Medium,Dubai,-10176.0,False,,87.28,Active,Low
PRJ0245,Tax Automation Platform Phase 3 #245,Finance,Completed,2024-07-13,2024-12-30,800000.0,525577.0,EMP0815,Low,Sharjah,-274423.0,False,170.0,65.697125,Closed,Low
PRJ0246,IoT Sensor Network - Q1 #246,Data Science,Completed,2024-08-06,2025-02-22,800000.0,864627.0,EMP0625,High,Abu Dhabi,64627.0,True,200.0,108.078375,Closed,High
PRJ0247,API Gateway Modernisation - Q1 #247,IT,On Hold,,,150000.0,16791.0,EMP0705,Medium,Abu Dhabi,-133209.0,False,,11.194,Pending,Low
PRJ0248,Executive Dashboard Phase 2 #248,Digital,Completed,2022-01-12,2022-09-27,120000.0,127617.0,EMP0053,Medium,Abu Dhabi,7617.0,True,258.0,106.3475,Closed,High
PRJ0249,Resource Scheduling Tool Phase 2 #249,Procurement,Completed,2022-08-26,2022-12-15,120000.0,82022.0,EMP0877,Critical,Dubai,-37978.0,False,111.0,68.35166666666666,Closed,High
PRJ0250,Data Platform Modernisation - Q4 #250,HR,Completed,2024-05-30,2024-08-08,2000000.0,2277227.0,EMP0416,High,Abu Dhabi,277227.0,True,70.0,113.86135,Closed,High
PRJ0251,Tax Automation Platform Phase 3 #251,Legal,Completed,2024-05-14,2024-08-16,80000.0,52187.0,EMP0799,Medium,Abu Dhabi,-27813.0,False,94.0,65.23375,Closed,Low
PRJ0252,Digital Payments Integration #252,Engineering,In Progress,2023-01-18,,200000.0,173532.0,EMP0635,Medium,Abu Dhabi,-26468.0,False,,86.766,Active,Low
PRJ0253,Customer Portal Redesign - Q2 #253,Data Science,Completed,2023-04-21,2023-10-01,120000.0,93624.0,EMP0884,High,Abu Dhabi,-26376.0,False,163.0,78.02,Closed,Medium
PRJ0254,Supply Chain Automation #254,Sustainability,Completed,2024-12-22,2025-02-24,350000.0,394880.0,EMP0148,Medium,Abu Dhabi,44880.0,True,64.0,112.82285714285712,Closed,High
PRJ0255,Tax Automation Platform Phase 2 #255,Sales,Completed,2024-09-07,2025-02-23,80000.0,56276.0,EMP0641,High,Dubai,-23724.0,False,169.0,70.345,Closed,Medium
PRJ0256,Customer Portal Redesign Phase 2 #256,Sustainability,In Progress,2022-05-20,,1200000.0,1089636.0,EMP0083,High,Abu Dhabi,-110364.0,False,,90.803,Active,Medium
PRJ0257,Geo-spatial Intelligence Phase 3 #257,Operations,Not Started,,,200000.0,0.0,EMP0052,Critical,Dubai,-200000.0,False,,0.0,Pending,High
PRJ0258,Data Platform Modernisation Phase 3 #258,Legal,Completed,2023-04-06,2024-06-22,120000.0,106514.0,EMP0935,Medium,Abu Dhabi,-13486.0,False,443.0,88.76166666666667,Closed,Low
PRJ0259,Geo-spatial Intelligence Phase 2 #259,Marketing,Completed,2024-10-15,2026-01-13,80000.0,68771.0,EMP0042,Medium,Dubai,-11229.0,False,455.0,85.96375,Closed,Low
PRJ0260,Sentiment Analysis Engine #260,HR,In Progress,2023-07-30,,1200000.0,1188120.0,EMP0391,Medium,Dubai,-11880.0,False,,99.01,Active,Medium
PRJ0261,Identity Management Upgrade - Q3 #261,Sustainability,Completed,2025-02-21,2026-08-07,120000.0,105791.0,EMP0101,High,Ras Al Khaimah,-14209.0,False,532.0,88.15916666666666,Closed,Medium
PRJ0262,Data Lake Implementation Phase 3 #262,Sales,In Progress,2023-07-10,,350000.0,334831.0,EMP0251,Medium,Sharjah,-15169.0,False,,95.666,Active,Medium
PRJ0263,Digital Payments Integration Phase 3 #263,Finance,In Progress,2023-11-18,,2000000.0,2011320.0,EMP0312,Medium,Abu Dhabi,11320.0,True,,100.566,Active,High
PRJ0264,Energy Optimisation Platform Phase 2 #264,Procurement,In Progress,2024-01-11,,2000000.0,1863483.0,EMP0226,High,Dubai,-136517.0,False,,93.17415,Active,Medium
PRJ0265,Employee Wellness App Phase 3 #265,Sales,In Progress,2023-11-22,,120000.0,135883.0,EMP0962,Medium,Abu Dhabi,15883.0,True,,113.23583333333332,Active,High
PRJ0266,Tax Automation Platform - Q3 #266,Sustainability,In Progress,2023-06-06,,80000.0,60121.0,EMP0424,High,Ajman,-19879.0,False,,75.15125,Active,Medium
PRJ0267,Smart City Infrastructure Phase 2 #267,Finance,On Hold,2024-07-17,,300000.0,76000.0,EMP0468,Medium,Abu Dhabi,-224000.0,False,,25.333333333333336,Pending,Low
PRJ0268,Performance Analytics #268,Digital,Completed,2023-10-04,2024-02-02,120000.0,85039.0,EMP0408,High,Ajman,-34961.0,False,121.0,70.86583333333333,Closed,Medium
PRJ0269,HR System Upgrade Phase 3 #269,Data Science,Completed,2023-07-04,2023-11-06,80000.0,92435.0,EMP0816,Medium,Abu Dhabi,12435.0,True,125.0,115.54375,Closed,High
PRJ0270,Energy Optimisation Platform #270,Data Science,In Progress,2023-07-22,,350000.0,300258.0,EMP0256,Medium,Dubai,-49742.0,False,,85.788,Active,Low
PRJ0271,Geo-spatial Intelligence Phase 3 #271,Operations,In Progress,2025-02-07,,500000.0,528705.0,EMP0192,High,Dubai,28705.0,True,,105.741,Active,High
PRJ0272,Fleet Management System Phase 2 #272,Data Science,Completed,2023-07-07,2024-10-23,1200000.0,809685.0,EMP0273,High,Abu Dhabi,-390315.0,False,474.0,67.47375,Closed,Medium
PRJ0273,Citizen Services Portal Phase 2 #273,Operations,In Progress,2022-01-07,,200000.0,200539.0,EMP0494,High,Dubai,539.0,True,,100.2695,Active,High
PRJ0274,Vendor Portal Phase 2 #274,Operations,In Progress,2022-06-17,,800000.0,821964.0,EMP0502,Medium,Sharjah,21964.0,True,,102.7455,Active,High
PRJ0275,Master Data Management #275,Sustainability,Completed,2023-02-25,2024-07-20,1200000.0,1034388.0,EMP0608,Medium,Abu Dhabi,-165612.0,False,511.0,86.199,Closed,Low
PRJ0276,Real-time Analytics Engine - Q4 #276,Marketing,In Progress,2022-10-23,,80000.0,76845.0,EMP0828,High,Abu Dhabi,-3155.0,False,,96.05625,Active,Medium
PRJ0277,Risk Assessment Framework Phase 2 #277,HR,Completed,2023-07-16,2024-01-19,350000.0,398675.0,EMP0428,High,Dubai,48675.0,True,187.0,113.90714285714284,Closed,High
PRJ0278,Data Platform Modernisation #278,Digital,Completed,2022-02-14,2022-10-31,500000.0,407856.0,EMP0030,Medium,Dubai,-92144.0,False,259.0,81.5712,Closed,Low
PRJ0279,Performance Analytics - Q1 #279,Finance,In Progress,2023-07-06,,500000.0,573479.0,EMP0290,Medium,Abu Dhabi,73479.0,True,,114.6958,Active,High
PRJ0280,API Gateway Modernisation #280,Legal,Completed,2023-04-14,2023-07-29,120000.0,78651.0,EMP0827,High,Abu Dhabi,-41349.0,False,106.0,65.5425,Closed,Medium
PRJ0281,Compliance Monitoring - Q3 #281,IT,In Progress,2024-06-11,,350000.0,392911.0,EMP0207,Medium,Abu Dhabi,42911.0,True,,112.26028571428571,Active,High
PRJ0282,Compliance Monitoring Phase 2 #282,Data Science,Completed,2022-12-27,2023-07-22,2000000.0,1764298.0,EMP0474,Critical,Abu Dhabi,-235702.0,False,207.0,88.2149,Closed,High
PRJ0283,Regulatory Compliance Tool #283,Data Science,In Progress,2023-01-02,,2000000.0,1348964.0,EMP0536,High,Abu Dhabi,-651036.0,False,,67.4482,Active,Medium
PRJ0284,Employee Wellness App Phase 2 #284,Operations,Completed,2023-10-29,2025-03-09,120000.0,127177.0,EMP0596,High,Dubai,7177.0,True,497.0,105.98083333333332,Closed,High
PRJ0285,Supply Chain Automation Phase 2 #285,IT,In Progress,2022-11-16,,120000.0,89418.0,EMP0719,High,Dubai,-30582.0,False,,74.515,Active,Medium
PRJ0286,Carbon Footprint Tracker Phase 2 #286,Digital,In Progress,2022-08-14,,200000.0,139450.0,EMP0718,High,Abu Dhabi,-60550.0,False,,69.72500000000001,Active,Medium
PRJ0287,Vendor Portal #287,Finance,Completed,2024-09-30,2025-11-10,800000.0,744151.0,EMP0853,Medium,Dubai,-55849.0,False,406.0,93.018875,Closed,Medium
PRJ0288,Predictive Healthcare - Q3 #288,Finance,Completed,2024-04-14,2024-09-06,2000000.0,2229512.0,EMP0135,High,Abu Dhabi,229512.0,True,145.0,111.4756,Closed,High
PRJ0289,Disaster Recovery Setup Phase 3 #289,Data Science,Completed,2024-04-24,2025-01-04,800000.0,623768.0,EMP0038,Medium,Abu Dhabi,-176232.0,False,255.0,77.971,Closed,Low
PRJ0290,Data Platform Modernisation - Q2 #290,Sales,Completed,2024-07-10,2025-11-24,120000.0,118733.0,EMP0345,Medium,Abu Dhabi,-1267.0,False,502.0,98.94416666666666,Closed,Medium
PRJ0291,Predictive Maintenance Phase 3 #291,Digital,Completed,2024-08-10,2025-04-17,200000.0,175595.0,EMP0464,Critical,Abu Dhabi,-24405.0,False,250.0,87.7975,Closed,High
PRJ0292,Executive Dashboard Phase 3 #292,HR,In Progress,2024-08-10,,800000.0,905782.0,EMP0488,Low,Abu Dhabi,105782.0,True,,113.22275,Active,High
PRJ0293,Real-time Analytics Engine #293,Digital,In Progress,2023-11-10,,200000.0,157241.0,EMP0591,Medium,Ajman,-42759.0,False,,78.6205,Active,Low
PRJ0294,Executive Dashboard #294,Engineering,Completed,2024-12-03,2025-08-10,50000.0,43450.0,EMP0382,High,Dubai,-6550.0,False,250.0,86.9,Closed,Medium
PRJ0295,Master Data Management Phase 3 #295,HR,In Progress,2024-11-24,,80000.0,90409.0,EMP0896,Medium,Dubai,10409.0,True,,113.01125,Active,High
PRJ0296,HR System Upgrade Phase 2 #296,Legal,In Progress,2024-06-19,,350000.0,240229.0,EMP0909,Critical,Abu Dhabi,-109771.0,False,,68.63685714285714,Active,High
PRJ0297,Vendor Portal - Q3 #297,Operations,In Progress,2023-09-13,,50000.0,58606.0,EMP0215,Medium,Abu Dhabi,8606.0,True,,117.212,Active,High
PRJ0298,Executive Dashboard Phase 3 #298,Operations,In Progress,2022-05-16,,120000.0,133836.0,EMP0294,High,Dubai,13836.0,True,,111.53,Active,High
PRJ0299,Predictive Maintenance Phase 2 #299,Sales,Completed,2022-06-13,2023-07-20,1200000.0,1304416.0,EMP0392,High,Ras Al Khaimah,104416.0,True,402.0,108.70133333333334,Closed,High
PRJ0300,Tax Automation Platform Phase 3 #300,Sales,Completed,2024-12-14,2025-05-02,2000000.0,2019121.0,EMP0951,High,Sharjah,19121.0,True,139.0,100.95605,Closed,High
PRJ0301,Predictive Maintenance - Q1 #301,Digital,In Progress,2024-11-08,,350000.0,314763.0,EMP0852,Critical,Abu Dhabi,-35237.0,False,,89.93228571428571,Active,High
PRJ0302,API Gateway Modernisation Phase 3 #302,Data Science,Not Started,,,100000.0,0.0,EMP0277,Medium,Abu Dhabi,-100000.0,False,,0.0,Pending,Low
PRJ0303,AI Forecasting Engine - Q3 #303,Procurement,Completed,2023-11-10,2024-06-10,80000.0,59639.0,EMP0736,Medium,Sharjah,-20361.0,False,213.0,74.54875,Closed,Low
PRJ0304,Customer Portal Redesign #304,Legal,Completed,2024-06-04,2024-10-20,800000.0,707123.0,EMP0042,Medium,Abu Dhabi,-92877.0,False,138.0,88.390375,Closed,Low
PRJ0305,Customer Feedback Platform - Q2 #305,Digital,On Hold,2023-08-08,,600000.0,137419.0,EMP0259,Medium,Dubai,-462581.0,False,,22.903166666666667,Pending,Low
PRJ0306,Cloud Migration Phase 1 Phase 2 #306,Marketing,In Progress,2024-02-11,,80000.0,52831.0,EMP0092,High,Abu Dhabi,-27169.0,False,,66.03875000000001,Active,Medium
